i x t
1 9.3300000000000005e-01 1.0240000000000000e+03
1 9.3400000000000005e-01 -8.9600000000000000e+02
1 9.3500000000000005e-01 7.6800000000000000e+02
1 9.3600000000000005e-01 1.7920000000000000e+03
1 9.3700000000000006e-01 -7.6800000000000000e+02
1 9.3799999999999994e-01 -1.2800000000000000e+02
1 9.3899999999999995e-01 1.7920000000000000e+03
1 9.3999999999999995e-01 3.8400000000000000e+02
1 9.4099999999999995e-01 0.0000000000000000e+00
1 9.4199999999999995e-01 3.8400000000000000e+02
1 9.4299999999999995e-01 -1.4080000000000000e+03
1 9.4399999999999995e-01 6.4000000000000000e+02
1 9.4499999999999995e-01 -1.2800000000000000e+02
1 9.4599999999999995e-01 -2.1760000000000000e+03
1 9.4699999999999995e-01 1.1520000000000000e+03
1 9.4799999999999995e-01 3.8400000000000000e+02
1 9.4899999999999995e-01 -2.5600000000000000e+02
1 9.4999999999999996e-01 -3.8400000000000000e+02
1 9.5099999999999996e-01 -7.6800000000000000e+02
1 9.5199999999999996e-01 -1.5360000000000000e+03
1 9.5299999999999996e-01 -1.5360000000000000e+03
1 9.5399999999999996e-01 1.9200000000000000e+03
1 9.5499999999999996e-01 7.6800000000000000e+02
1 9.5599999999999996e-01 -6.4000000000000000e+02
1 9.5699999999999996e-01 1.0240000000000000e+03
1 9.5799999999999996e-01 -1.4080000000000000e+03
1 9.5899999999999996e-01 1.4080000000000000e+03
1 9.5999999999999996e-01 1.6640000000000000e+03
1 9.6099999999999997e-01 6.4000000000000000e+02
1 9.6199999999999997e-01 -1.5360000000000000e+03
1 9.6299999999999997e-01 -1.4080000000000000e+03
1 9.6399999999999997e-01 -2.5600000000000000e+02
1 9.6499999999999997e-01 7.6800000000000000e+02
1 9.6599999999999997e-01 1.2800000000000000e+03
1 9.6699999999999997e-01 1.5360000000000000e+03
1 9.6799999999999997e-01 1.2800000000000000e+03
1 9.6899999999999997e-01 7.6800000000000000e+02
1 9.6999999999999997e-01 5.1200000000000000e+02
1 9.7099999999999997e-01 -5.1200000000000000e+02
1 9.7199999999999998e-01 -1.7920000000000000e+03
1 9.7299999999999998e-01 -2.8160000000000000e+03
1 9.7399999999999998e-01 2.3040000000000000e+03
1 9.7499999999999998e-01 7.6800000000000000e+02
1 9.7599999999999998e-01 3.0720000000000000e+03
1 9.7699999999999998e-01 7.6800000000000000e+02
1 9.7799999999999998e-01 -1.5360000000000000e+03
1 9.7899999999999998e-01 1.0240000000000000e+03
1 9.7999999999999998e-01 2.8160000000000000e+03
1 9.8099999999999998e-01 -1.2800000000000000e+03
1 9.8199999999999998e-01 4.0960000000000000e+03
1 9.8299999999999998e-01 3.8400000000000000e+03
1 9.8399999999999999e-01 -2.5600000000000000e+02
1 9.8499999999999999e-01 -2.5600000000000000e+02
1 9.8599999999999999e-01 2.5600000000000000e+02
1 9.8699999999999999e-01 0.0000000000000000e+00
1 9.8799999999999999e-01 -1.7920000000000000e+03
1 9.8899999999999999e-01 2.0480000000000000e+03
1 9.8999999999999999e-01 2.5600000000000000e+02
1 9.9099999999999999e-01 -3.3280000000000000e+03
1 9.9199999999999999e-01 1.5360000000000000e+03
1 9.9299999999999999e-01 -2.3040000000000000e+03
1 9.9399999999999999e-01 -5.3760000000000000e+03
1 9.9500000000000000e-01 2.5600000000000000e+02
1 9.9600000000000000e-01 1.2800000000000000e+03
1 9.9700000000000000e-01 2.5600000000000000e+03
1 9.9800000000000000e-01 4.0960000000000000e+03
1 9.9900000000000000e-01 0.0000000000000000e+00
1 1.0000000000000000e+00 2.0480000000000000e+03
